structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_0,"59,136","71,136","71,146","59,146",MAISON
MAISON_1,"46,20","58,20","58,30","46,30",MAISON
MAISON_2,"110,112","122,112","122,122","110,122",MAISON
MAISON_3,"7,84","19,84","19,94","7,94",MAISON
MAISON_4,"157,91","169,91","169,101","157,101",MAISON
MAISON_5,"84,138","96,138","96,148","84,148",MAISON
BUNGALOW_6,"141,69","152,69","152,76","141,76",BUNGALOW
BUNGALOW_7,"54,91","65,91","65,98","54,98",BUNGALOW
BUNGALOW_8,"111,57","122,57","122,64","111,64",BUNGALOW
BUNGALOW_9,"75,107","86,107","86,114","75,114",BUNGALOW
BUNGALOW_10,"62,59","73,59","73,66","62,66",BUNGALOW
BUNGALOW_11,"53,45","64,45","64,52","53,52",BUNGALOW
BUNGALOW_12,"151,117","162,117","162,124","151,124",BUNGALOW
BUNGALOW_13,"145,37","156,37","156,44","145,44",BUNGALOW
BUNGALOW_14,"125,64","136,64","136,71","125,71",BUNGALOW
BUNGALOW_15,"25,34","36,34","36,41","25,41",BUNGALOW
EENGEZINSWONING_16,"102,43","110,43","110,51","102,51",EENGEZINSWONING
EENGEZINSWONING_17,"112,133","120,133","120,141","112,141",EENGEZINSWONING
EENGEZINSWONING_18,"159,71","167,71","167,79","159,79",EENGEZINSWONING
EENGEZINSWONING_19,"107,90","115,90","115,98","107,98",EENGEZINSWONING
EENGEZINSWONING_20,"130,113","138,113","138,121","130,121",EENGEZINSWONING
EENGEZINSWONING_21,"129,78","137,78","137,86","129,86",EENGEZINSWONING
EENGEZINSWONING_22,"3,117","11,117","11,125","3,125",EENGEZINSWONING
EENGEZINSWONING_23,"64,107","72,107","72,115","64,115",EENGEZINSWONING
EENGEZINSWONING_24,"8,54","16,54","16,62","8,62",EENGEZINSWONING
EENGEZINSWONING_25,"169,52","177,52","177,60","169,60",EENGEZINSWONING
EENGEZINSWONING_26,"24,57","32,57","32,65","24,65",EENGEZINSWONING
EENGEZINSWONING_27,"32,85","40,85","40,93","32,93",EENGEZINSWONING
EENGEZINSWONING_28,"87,78","95,78","95,86","87,86",EENGEZINSWONING
EENGEZINSWONING_29,"6,32","14,32","14,40","6,40",EENGEZINSWONING
EENGEZINSWONING_30,"70,72","78,72","78,80","70,80",EENGEZINSWONING
EENGEZINSWONING_31,"55,69","63,69","63,77","55,77",EENGEZINSWONING
EENGEZINSWONING_32,"108,8","116,8","116,16","108,16",EENGEZINSWONING
EENGEZINSWONING_33,"135,49","143,49","143,57","135,57",EENGEZINSWONING
EENGEZINSWONING_34,"126,139","134,139","134,147","126,147",EENGEZINSWONING
EENGEZINSWONING_35,"134,33","142,33","142,41","134,41",EENGEZINSWONING
EENGEZINSWONING_36,"27,109","35,109","35,117","27,117",EENGEZINSWONING
EENGEZINSWONING_37,"88,52","96,52","96,60","88,60",EENGEZINSWONING
EENGEZINSWONING_38,"80,14","88,14","88,22","80,22",EENGEZINSWONING
EENGEZINSWONING_39,"124,92","132,92","132,100","124,100",EENGEZINSWONING
networth,19736580,,,,
