structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_2,"68,124","80,124","80,134","68,134",MAISON
BUNGALOW_9,"64,105","75,105","75,112","64,112",BUNGALOW
BUNGALOW_10,"54,27","65,27","65,34","54,34",BUNGALOW
BUNGALOW_15,"38,101","49,101","49,108","38,108",BUNGALOW
BUNGALOW_16,"96,81","107,81","107,88","96,88",BUNGALOW
BUNGALOW_20,"135,108","146,108","146,115","135,115",BUNGALOW
EENGEZINSWONING_35,"2,32","10,32","10,40","2,40",EENGEZINSWONING
EENGEZINSWONING_37,"119,122","127,122","127,130","119,130",EENGEZINSWONING
EENGEZINSWONING_39,"84,2","92,2","92,10","84,10",EENGEZINSWONING
EENGEZINSWONING_45,"62,88","70,88","70,96","62,96",EENGEZINSWONING
EENGEZINSWONING_51,"7,118","15,118","15,126","7,126",EENGEZINSWONING
EENGEZINSWONING_52,"169,112","177,112","177,120","169,120",EENGEZINSWONING
MAISON_2,"161,35","173,35","173,45","161,45",MAISON
BUNGALOW_37,"83,63","94,63","94,70","83,70",BUNGALOW
EENGEZINSWONING_39,"35,34","43,34","43,42","35,42",EENGEZINSWONING
BUNGALOW_45,"80,47","91,47","91,54","80,54",BUNGALOW
BUNGALOW_73,"125,65","136,65","136,72","125,72",BUNGALOW
EENGEZINSWONING_100,"72,3","80,3","80,11","72,11",EENGEZINSWONING
EENGEZINSWONING_125,"27,119","35,119","35,127","27,127",EENGEZINSWONING
BUNGALOW_239,"123,148","134,148","134,155","123,155",BUNGALOW
EENGEZINSWONING_102,"124,31","132,31","132,39","124,39",EENGEZINSWONING
EENGEZINSWONING_314,"56,78","64,78","64,86","56,86",EENGEZINSWONING
EENGEZINSWONING_318,"64,46","72,46","72,54","64,54",EENGEZINSWONING
MAISON_330,"146,76","158,76","158,86","146,86",MAISON
EENGEZINSWONING_13,"14,97","22,97","22,105","14,105",EENGEZINSWONING
EENGEZINSWONING_378,"34,67","42,67","42,75","34,75",EENGEZINSWONING
MAISON_530,"104,60","116,60","116,70","104,70",MAISON
BUNGALOW_544,"12,79","23,79","23,86","12,86",BUNGALOW
EENGEZINSWONING_59,"111,3","119,3","119,11","111,11",EENGEZINSWONING
EENGEZINSWONING_611,"47,148","55,148","55,156","47,156",EENGEZINSWONING
EENGEZINSWONING_995,"168,74","176,74","176,82","168,82",EENGEZINSWONING
EENGEZINSWONING_1052,"122,45","130,45","130,53","122,53",EENGEZINSWONING
EENGEZINSWONING_1118,"98,2","106,2","106,10","98,10",EENGEZINSWONING
EENGEZINSWONING_1193,"167,92","175,92","175,100","167,100",EENGEZINSWONING
EENGEZINSWONING_26,"6,60","14,60","14,68","6,68",EENGEZINSWONING
EENGEZINSWONING_1544,"108,17","116,17","116,25","108,25",EENGEZINSWONING
MAISON_1799,"64,61","76,61","76,71","64,71",MAISON
BUNGALOW_19,"34,84","45,84","45,91","34,91",BUNGALOW
EENGEZINSWONING_2021,"47,3","55,3","55,11","47,11",EENGEZINSWONING
BUNGALOW_2102,"122,81","133,81","133,88","122,88",BUNGALOW
EENGEZINSWONING_2491,"150,107","158,107","158,115","150,115",EENGEZINSWONING
BUNGALOW_2517,"50,127","61,127","61,134","50,134",BUNGALOW
EENGEZINSWONING_2580,"116,109","124,109","124,117","116,117",EENGEZINSWONING
BUNGALOW_2799,"71,149","82,149","82,156","71,156",BUNGALOW
MAISON_3565,"91,127","103,127","103,137","91,137",MAISON
EENGEZINSWONING_3791,"117,96","125,96","125,104","117,104",EENGEZINSWONING
EENGEZINSWONING_4222,"129,119","137,119","137,127","129,127",EENGEZINSWONING
MAISON_4855,"79,24","91,24","91,34","79,34",MAISON
EENGEZINSWONING_5087,"141,96","149,96","149,104","141,104",EENGEZINSWONING
EENGEZINSWONING_5122,"155,119","163,119","163,127","155,127",EENGEZINSWONING
MAISON_5573,"30,50","42,50","42,60","30,60",MAISON
EENGEZINSWONING_5890,"49,47","57,47","57,55","49,55",EENGEZINSWONING
EENGEZINSWONING_6118,"107,32","115,32","115,40","107,40",EENGEZINSWONING
EENGEZINSWONING_1444,"49,62","57,62","57,70","49,70",EENGEZINSWONING
EENGEZINSWONING_7023,"140,119","148,119","148,127","140,127",EENGEZINSWONING
EENGEZINSWONING_7141,"126,3","134,3","134,11","126,11",EENGEZINSWONING
EENGEZINSWONING_7621,"76,83","84,83","84,91","76,91",EENGEZINSWONING
MAISON_8778,"91,102","103,102","103,112","91,112",MAISON
BUNGALOW_8810,"121,19","132,19","132,26","121,26",BUNGALOW
EENGEZINSWONING_8948,"130,97","138,97","138,105","130,105",EENGEZINSWONING
networth,31441410,,,,
