structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_0,"6,32","18,32","18,42","6,42",MAISON
MAISON_1,"161,116","173,116","173,126","161,126",MAISON
MAISON_2,"122,6","134,6","134,16","122,16",MAISON
BUNGALOW_3,"45,145","56,145","56,152","45,152",BUNGALOW
BUNGALOW_4,"3,120","14,120","14,127","3,127",BUNGALOW
BUNGALOW_5,"48,114","59,114","59,121","48,121",BUNGALOW
BUNGALOW_6,"48,129","59,129","59,136","48,136",BUNGALOW
BUNGALOW_7,"26,120","37,120","37,127","26,127",BUNGALOW
EENGEZINSWONING_8,"59,146","67,146","67,154","59,154",EENGEZINSWONING
EENGEZINSWONING_9,"62,107","70,107","70,115","62,115",EENGEZINSWONING
EENGEZINSWONING_10,"62,118","70,118","70,126","62,126",EENGEZINSWONING
EENGEZINSWONING_11,"62,129","70,129","70,137","62,137",EENGEZINSWONING
EENGEZINSWONING_12,"69,149","77,149","77,157","69,157",EENGEZINSWONING
EENGEZINSWONING_13,"69,139","77,139","77,147","69,147",EENGEZINSWONING
EENGEZINSWONING_14,"72,129","80,129","80,137","72,137",EENGEZINSWONING
EENGEZINSWONING_15,"72,118","80,118","80,126","72,126",EENGEZINSWONING
EENGEZINSWONING_16,"72,108","80,108","80,116","72,116",EENGEZINSWONING
EENGEZINSWONING_17,"79,148","87,148","87,156","79,156",EENGEZINSWONING
EENGEZINSWONING_18,"82,138","90,138","90,146","82,146",EENGEZINSWONING
EENGEZINSWONING_19,"82,112","90,112","90,120","82,120",EENGEZINSWONING
networth,17110920,,,,
