structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_1,"103,113","115,113","115,123","103,123",MAISON
MAISON_2,"103,60","115,60","115,70","103,70",MAISON
BUNGALOW_10,"55,4","66,4","66,11","55,11",BUNGALOW
BUNGALOW_12,"125,33","136,33","136,40","125,40",BUNGALOW
EENGEZINSWONING_16,"81,65","89,65","89,73","81,73",EENGEZINSWONING
EENGEZINSWONING_18,"59,149","67,149","67,157","59,157",EENGEZINSWONING
EENGEZINSWONING_19,"22,38","30,38","30,46","22,46",EENGEZINSWONING
EENGEZINSWONING_27,"80,49","88,49","88,57","80,57",EENGEZINSWONING
MAISON_1,"48,48","60,48","60,58","48,58",MAISON
EENGEZINSWONING_10,"75,4","83,4","83,12","75,12",EENGEZINSWONING
EENGEZINSWONING_18,"45,149","53,149","53,157","45,157",EENGEZINSWONING
EENGEZINSWONING_19,"86,111","94,111","94,119","86,119",EENGEZINSWONING
EENGEZINSWONING_24,"132,56","140,56","140,64","132,64",EENGEZINSWONING
EENGEZINSWONING_27,"48,19","56,19","56,27","48,27",EENGEZINSWONING
MAISON_46,"158,117","170,117","170,127","158,127",MAISON
EENGEZINSWONING_47,"91,84","99,84","99,92","91,92",EENGEZINSWONING
BUNGALOW_62,"73,149","84,149","84,156","73,156",BUNGALOW
EENGEZINSWONING_120,"31,101","39,101","39,109","31,109",EENGEZINSWONING
EENGEZINSWONING_358,"17,98","25,98","25,106","17,106",EENGEZINSWONING
BUNGALOW_569,"115,95","126,95","126,102","115,102",BUNGALOW
MAISON_782,"90,31","102,31","102,41","90,41",MAISON
EENGEZINSWONING_868,"5,96","13,96","13,104","5,104",EENGEZINSWONING
MAISON_1041,"116,143","128,143","128,153","116,153",MAISON
BUNGALOW_1665,"12,120","23,120","23,127","12,127",BUNGALOW
EENGEZINSWONING_2361,"3,81","11,81","11,89","3,89",EENGEZINSWONING
EENGEZINSWONING_2470,"138,75","146,75","146,83","138,83",EENGEZINSWONING
EENGEZINSWONING_3168,"167,66","175,66","175,74","167,74",EENGEZINSWONING
BUNGALOW_5348,"41,81","52,81","52,88","41,88",BUNGALOW
EENGEZINSWONING_5539,"3,109","11,109","11,117","3,117",EENGEZINSWONING
EENGEZINSWONING_5923,"5,32","13,32","13,40","5,40",EENGEZINSWONING
EENGEZINSWONING_6224,"65,81","73,81","73,89","65,89",EENGEZINSWONING
BUNGALOW_6916,"165,32","176,32","176,39","165,39",BUNGALOW
EENGEZINSWONING_28,"14,109","22,109","22,117","14,117",EENGEZINSWONING
EENGEZINSWONING_2398,"58,106","66,106","66,114","58,114",EENGEZINSWONING
BUNGALOW_7830,"48,121","59,121","59,128","48,128",BUNGALOW
EENGEZINSWONING_7979,"21,80","29,80","29,88","21,88",EENGEZINSWONING
EENGEZINSWONING_8838,"45,107","53,107","53,115","45,115",EENGEZINSWONING
BUNGALOW_8953,"4,54","15,54","15,61","4,61",BUNGALOW
EENGEZINSWONING_30,"33,115","41,115","41,123","33,123",EENGEZINSWONING
BUNGALOW_9833,"110,5","121,5","121,12","110,12",BUNGALOW
networth,24476790,,,,
