structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_0,"100,10","112,10","112,20","100,20",MAISON
MAISON_1,"151,112","163,112","163,122","151,122",MAISON
MAISON_2,"125,117","137,117","137,127","125,127",MAISON
MAISON_3,"152,32","164,32","164,42","152,42",MAISON
MAISON_4,"75,48","87,48","87,58","75,58",MAISON
MAISON_5,"24,105","36,105","36,115","24,115",MAISON
MAISON_6,"34,44","46,44","46,54","34,54",MAISON
MAISON_7,"76,116","88,116","88,126","76,126",MAISON
MAISON_8,"72,19","84,19","84,29","72,29",MAISON
BUNGALOW_9,"165,88","176,88","176,95","165,95",BUNGALOW
BUNGALOW_10,"101,33","112,33","112,40","101,40",BUNGALOW
BUNGALOW_11,"99,131","110,131","110,138","99,138",BUNGALOW
BUNGALOW_12,"95,56","106,56","106,63","95,63",BUNGALOW
BUNGALOW_13,"55,45","66,45","66,52","55,52",BUNGALOW
BUNGALOW_14,"98,77","109,77","109,84","98,84",BUNGALOW
BUNGALOW_15,"144,96","155,96","155,103","144,103",BUNGALOW
BUNGALOW_16,"134,81","145,81","145,88","134,88",BUNGALOW
BUNGALOW_17,"7,35","18,35","18,42","7,42",BUNGALOW
BUNGALOW_18,"135,55","146,55","146,62","135,62",BUNGALOW
BUNGALOW_19,"100,116","111,116","111,123","100,123",BUNGALOW
BUNGALOW_20,"101,143","112,143","112,150","101,150",BUNGALOW
BUNGALOW_21,"116,93","127,93","127,100","116,100",BUNGALOW
BUNGALOW_22,"10,61","21,61","21,68","10,68",BUNGALOW
BUNGALOW_23,"164,65","175,65","175,72","164,72",BUNGALOW
EENGEZINSWONING_24,"5,119","13,119","13,127","5,127",EENGEZINSWONING
EENGEZINSWONING_25,"100,87","108,87","108,95","100,95",EENGEZINSWONING
EENGEZINSWONING_26,"152,57","160,57","160,65","152,65",EENGEZINSWONING
EENGEZINSWONING_27,"54,121","62,121","62,129","54,129",EENGEZINSWONING
EENGEZINSWONING_28,"119,9","127,9","127,17","119,17",EENGEZINSWONING
EENGEZINSWONING_29,"49,66","57,66","57,74","49,74",EENGEZINSWONING
EENGEZINSWONING_30,"132,92","140,92","140,100","132,100",EENGEZINSWONING
EENGEZINSWONING_31,"80,68","88,68","88,76","80,76",EENGEZINSWONING
EENGEZINSWONING_32,"79,79","87,79","87,87","79,87",EENGEZINSWONING
EENGEZINSWONING_33,"62,87","70,87","70,95","62,95",EENGEZINSWONING
EENGEZINSWONING_34,"117,51","125,51","125,59","117,59",EENGEZINSWONING
EENGEZINSWONING_35,"16,73","24,73","24,81","16,81",EENGEZINSWONING
EENGEZINSWONING_36,"120,36","128,36","128,44","120,44",EENGEZINSWONING
EENGEZINSWONING_37,"50,102","58,102","58,110","50,110",EENGEZINSWONING
EENGEZINSWONING_38,"64,147","72,147","72,155","64,155",EENGEZINSWONING
EENGEZINSWONING_39,"98,66","106,66","106,74","98,74",EENGEZINSWONING
EENGEZINSWONING_40,"36,77","44,77","44,85","36,85",EENGEZINSWONING
EENGEZINSWONING_41,"31,62","39,62","39,70","31,70",EENGEZINSWONING
EENGEZINSWONING_42,"120,147","128,147","128,155","120,155",EENGEZINSWONING
EENGEZINSWONING_43,"3,96","11,96","11,104","3,104",EENGEZINSWONING
EENGEZINSWONING_44,"126,68","134,68","134,76","126,76",EENGEZINSWONING
EENGEZINSWONING_45,"51,13","59,13","59,21","51,21",EENGEZINSWONING
EENGEZINSWONING_46,"62,3","70,3","70,11","62,11",EENGEZINSWONING
EENGEZINSWONING_47,"74,135","82,135","82,143","74,143",EENGEZINSWONING
EENGEZINSWONING_48,"88,146","96,146","96,154","88,154",EENGEZINSWONING
EENGEZINSWONING_49,"86,94","94,94","94,102","86,102",EENGEZINSWONING
EENGEZINSWONING_50,"22,88","30,88","30,96","22,96",EENGEZINSWONING
EENGEZINSWONING_51,"50,145","58,145","58,153","50,153",EENGEZINSWONING
EENGEZINSWONING_52,"113,66","121,66","121,74","113,74",EENGEZINSWONING
EENGEZINSWONING_53,"93,43","101,43","101,51","93,51",EENGEZINSWONING
EENGEZINSWONING_54,"55,33","63,33","63,41","55,41",EENGEZINSWONING
EENGEZINSWONING_55,"43,114","51,114","51,122","43,122",EENGEZINSWONING
EENGEZINSWONING_56,"136,70","144,70","144,78","136,78",EENGEZINSWONING
EENGEZINSWONING_57,"151,76","159,76","159,84","151,84",EENGEZINSWONING
EENGEZINSWONING_58,"63,73","71,73","71,81","63,81",EENGEZINSWONING
EENGEZINSWONING_59,"113,80","121,80","121,88","113,88",EENGEZINSWONING
networth,27550860,,,,
