structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
MAISON_0,"8,69","20,69","20,79","8,79",MAISON
MAISON_1,"114,24","126,24","126,34","114,34",MAISON
MAISON_2,"81,28","93,28","93,38","81,38",MAISON
BUNGALOW_3,"158,75","169,75","169,82","158,82",BUNGALOW
BUNGALOW_4,"121,51","132,51","132,58","121,58",BUNGALOW
BUNGALOW_5,"154,111","165,111","165,118","154,118",BUNGALOW
BUNGALOW_6,"49,68","60,68","60,75","49,75",BUNGALOW
BUNGALOW_7,"34,117","45,117","45,124","34,124",BUNGALOW
EENGEZINSWONING_8,"49,4","57,4","57,12","49,12",EENGEZINSWONING
EENGEZINSWONING_9,"2,112","10,112","10,120","2,120",EENGEZINSWONING
EENGEZINSWONING_10,"117,4","125,4","125,12","117,12",EENGEZINSWONING
EENGEZINSWONING_11,"125,130","133,130","133,138","125,138",EENGEZINSWONING
EENGEZINSWONING_12,"20,37","28,37","28,45","20,45",EENGEZINSWONING
EENGEZINSWONING_13,"94,90","102,90","102,98","94,98",EENGEZINSWONING
EENGEZINSWONING_14,"94,138","102,138","102,146","94,146",EENGEZINSWONING
EENGEZINSWONING_15,"49,143","57,143","57,151","49,151",EENGEZINSWONING
EENGEZINSWONING_16,"54,114","62,114","62,122","54,122",EENGEZINSWONING
EENGEZINSWONING_17,"5,32","13,32","13,40","5,40",EENGEZINSWONING
EENGEZINSWONING_18,"67,103","75,103","75,111","67,111",EENGEZINSWONING
EENGEZINSWONING_19,"97,65","105,65","105,73","97,73",EENGEZINSWONING
networth,12637770,,,,
