structure,corner_1,corner_2,corner_3,corner_4,type
WATER_0,"135,0","180,0","180,32","135,32",WATER
WATER_1,"0,0","45,0","45,32","0,32",WATER
WATER_2,"135,128","180,128","180,160","135,160",WATER
WATER_3,"0,128","45,128","45,160","0,160",WATER
EENGEZINSWONING_16,"125,104","133,104","133,112","125,112",EENGEZINSWONING
EENGEZINSWONING_18,"120,64","128,64","128,72","120,72",EENGEZINSWONING
EENGEZINSWONING_16,"155,109","163,109","163,117","155,117",EENGEZINSWONING
BUNGALOW_18,"90,62","101,62","101,69","90,69",BUNGALOW
EENGEZINSWONING_23,"54,35","62,35","62,43","54,43",EENGEZINSWONING
BUNGALOW_31,"123,6","134,6","134,13","123,13",BUNGALOW
EENGEZINSWONING_202,"123,49","131,49","131,57","123,57",EENGEZINSWONING
EENGEZINSWONING_10,"56,78","64,78","64,86","56,86",EENGEZINSWONING
EENGEZINSWONING_11,"47,2","55,2","55,10","47,10",EENGEZINSWONING
BUNGALOW_631,"92,92","103,92","103,99","92,99",BUNGALOW
EENGEZINSWONING_13,"127,78","135,78","135,86","127,86",EENGEZINSWONING
MAISON_1916,"6,59","18,59","18,69","6,69",MAISON
EENGEZINSWONING_3156,"83,3","91,3","91,11","83,11",EENGEZINSWONING
EENGEZINSWONING_2587,"89,33","97,33","97,41","89,41",EENGEZINSWONING
MAISON_4110,"107,143","119,143","119,153","107,153",MAISON
EENGEZINSWONING_4608,"161,35","169,35","169,43","161,43",EENGEZINSWONING
MAISON_235,"6,111","18,111","18,121","6,121",MAISON
EENGEZINSWONING_8081,"168,72","176,72","176,80","168,80",EENGEZINSWONING
BUNGALOW_8629,"60,111","71,111","71,118","60,118",BUNGALOW
BUNGALOW_8655,"49,147","60,147","60,154","49,154",BUNGALOW
networth,16308390,,,,
